movie_name,genre,rating,vote_count,duration
Do Not Enter,horror,5.3,716,1h 25m
Crackcoon,horror,3.6,491,1h 28m
The Demon Disorder,horror,4.8,1400,1h 26m
Kalinga,horror,6.6,9600,1h 56m
Barda,horror,4.6,779,1h 39m
Seven Cemeteries,horror,4.6,680,1h 24m
We Are Wolves,horror,3.4,286,1h 37m
Gacy: Serial Killer Next Door,horror,3.3,497,1h 37m
Bloodline Killer,horror,4.3,5400,1h 45m
Cursed,horror,4.1,161,1h 21m
X Files,horror,2.5,78,1h 14m
Replicator,horror,3.8,191,1h 15m
Vina: Before 7 Days,horror,5.4,680,1h 40m
Kryptic,horror,4.0,689,1h 42m
Black Cab,horror,4.1,1900,1h 28m
Devils Stay,horror,4.8,394,1h 35m
Love Me Dead,horror,6.6,45,1h 27m
Peripheral,horror,7.4,62,1h 28m
Baby Invasion,horror,4.6,656,1h 20m
Siccin 7,horror,4.0,1100,1h 34m
Sala Escura,horror,4.0,60,1h 35m
Spiders on a Plane,horror,3.9,515,1h 18m
Heretics,horror,2.7,138,1h 23m
The Little Mermaid,horror,3.5,228,1h 29m
Street Trash,horror,4.5,1100,1h 25m
Saint Catherine,horror,3.4,286,1h 26m
Mutants of Nature Cove,horror,3.5,172,1h 28m
Pacific Fear,horror,3.6,348,1h 25m
Daft State,horror,5.8,59,18+
Jhamkudi,horror,6.5,1000,2h 31m
Witch Hunter,horror,3.9,48,1h 20m
The Containment,horror,4.7,87,1h 22m
Paranoia,horror,4.1,418,1h 35m
Behave,horror,2.7,244,1h 28m
Poison Sangga: The Homewrecker's Curse,horror,6.7,416,1h 58m
The Hangman,horror,3.3,1100,1h 32m
Bystanders,horror,4.0,449,1h 22m
Monster Mash,horror,3.5,482,1h 25m
Bureau 749,horror,3.8,596,2h 3m
Amityville: Where the Echo Lives,horror,1.5,480,1h 29m
The Lost Daughter,horror,5.6,349,1h 39m
Sakaratul Maut,horror,5.4,197,1h 47m
Hide N Seek,horror,8.8,2300,2h 14m
The New Purge,horror,N/A,N/A,N/A
Curse of the Seven Oceans,horror,5.6,562,1h 34m
Festival of the Living Dead,horror,4.3,692,1h 28m
Goldilocks and the Three Bears: Death and Porridge,horror,2.2,2200,1h 22m
Invasive,horror,5.6,836,1h 37m
Witch,horror,4.8,1400,1h 47m
Darah Nyai,horror,7.0,8,1h 30m
Mummy Shark,horror,2.0,234,1h 6m
Unspeakable: Beyond the Wall of Sleep,horror,3.9,151,1h 30m
Sorop,horror,5.5,277,1h 43m
Parvulos,horror,6.6,439,1h 59m
Kakuda,horror,5.4,6400,1h 56m
Kang Mak,horror,6.4,939,2h 2m
Ship of the Damned,horror,2.8,331,1h 28m
Flesh of the Unforgiven,horror,7.5,69,1h 28m
The Backrooms,horror,8.5,18,1h 3m
Aranmanai 4,horror,5.0,2500,2h 28m
Cellphone,horror,3.0,766,1h 28m
Bogieville,horror,3.9,684,1h 48m
Alien Country,horror,4.5,445,1h 36m
Freelance,horror,4.8,403,1h 50m
Thaghut,horror,5.8,354,1h 42m
The Bunker,horror,4.2,382,1h 32m
Up the Catalogue,horror,8.2,13,1h 12m
Ghost Game,horror,3.5,405,1h 26m
Five Friends,horror,6.7,1000,1h 52m
Dominion of Darkness,horror,5.6,889,1h 36m
La damnée,horror,4.3,131,1h 20m
Pins & Needles,horror,5.7,82,1h 35m
Indera,horror,5.8,20,1h 44m
The Cellar,horror,5.4,194,1h 25m
A Fisherman's Tale,horror,5.8,189,1h 43m
Buzz House: The Movie,horror,3.2,1400,1h 33m
Salve Maria,horror,6.4,554,1h 51m
They Call Her Death,horror,5.4,234,1h 32m
12 to Midnight,horror,3.7,311,1h 36m
Hellhounds,horror,3.3,190,1h 21m
ZombieCON Vol. 1,horror,7.9,41,1h 50m
Campton Manor,horror,3.4,268,1h 23m
Temurun,horror,4.6,368,1h 26m
Bad Fish,horror,3.4,361,1h 24m
What Lurks Beneath,horror,4.0,897,1h 42m
Model House,horror,4.0,1100,1h 25m
Espantaho,horror,4.9,283,1h 30m
Another Cabin in the Woods Movie,horror,4.7,248,1h 17m
Possessions,horror,3.8,901,1h 29m
The Legend of Lake Hollow,horror,3.7,572,1h 28m
Butchers Book Two: Raghorn,horror,4.1,694,1h 28m
Suckers,horror,2.3,134,1h 7m
Vincent,horror,5.9,424,1h 32m
Revival,horror,5.3,38,N/A
Sam and Colby: The Legends of the Paranormal,horror,4.8,321,1h 38m
9 Windows,horror,3.6,334,1h 22m
Wanita Ahli Neraka,horror,5.0,331,1h 35m
Cadi,horror,6.3,4400,2h 14m
The Forbidden Camp: Mass Possession,horror,6.1,403,1h 52m
Wake,horror,3.5,295,1h 25m
Séance Games: Metaxu,horror,3.7,398,1h 26m
Life of Belle,horror,5.0,744,1h 13m
Phantoms,horror,3.6,17,N/A
Stupid Games,horror,4.2,462,1h 26m
Invader,horror,4.6,180,1h 10m
The Bad Nun 3,horror,3.3,281,1h 12m
Nokturno,horror,3.7,235,1h 39m
Granny,horror,7.3,9,40m
Nudus,horror,6.4,54,1h 34m
La Patasola,horror,2.7,122,1h 21m
Kuyang,horror,5.2,520,1h 37m
Mother Father Sister Brother Frank,horror,5.7,329,1h 25m
Sattam En Kaiyil,horror,7.9,2300,2h 4m
(Pri)sons,horror,4.9,318,1h 40m
Bull Shark 3,horror,2.7,145,1h 16m
Happy Birthday Luci,horror,9.2,62,1h 39m
The Woods,horror,3.7,95,1h 16m
Are You There?,horror,6.2,83,1h 28m
Camp Pleasant Lake,horror,3.3,2400,1h 30m
Tsunami Sharks,horror,2.7,120,1h 10m
The Best of Me,horror,N/A,N/A,1h 29m
The Ritual,horror,3.5,34,1h 40m
Bull Shark 2,horror,2.6,257,1h 15m
For Sale,horror,4.9,688,1h 55m
Kromoleo,horror,3.9,279,1h 20m
Grotesque 2,horror,6.1,646,N/A
The Omicron Killer,horror,2.8,603,1h 38m
Hello Neighbor,horror,7.9,17,N/A
Cocaine Werewolf,horror,2.4,317,1h 20m
My Boo,horror,6.1,755,2h 5m
Blood Debt,horror,5.3,241,1h 40m
Iconic,horror,4.9,471,1h 30m
Monster on a Plane,horror,4.9,2800,1h 28m
Bhootpori,horror,5.7,220,1h 50m
I'll Play Mother,horror,4.7,122,1h 48m
Grandma,horror,6.2,6,N/A
The Jack in the Box Rises,horror,4.1,863,1h 32m
I Heart Willie,horror,3.9,127,1h 28m
Slay,horror,6.5,1300,1h 39m
Cora,horror,4.5,965,1h 44m
From Darkness,horror,4.9,613,1h 35m
Guna guna istri muda,horror,5.2,214,1h 38m
Spring Garden,horror,4.5,224,1h 30m
Solvent,horror,7.2,462,1h 34m
Guardian,horror,4.0,682,2h
Family,horror,6.8,33,1h 35m
Nearing Death,horror,5.7,393,1h 36m
Aiden,horror,2.1,141,1h 14m
Wineville,horror,4.3,311,1h 40m
Night Shoot,horror,5.5,108,1h 38m
Pinnil Oral,horror,7.8,583,2h 7m
Vertical,horror,5.2,154,1h 51m
Dr. Sander's Sleep Cure,horror,6.5,1300,1h 42m
Mountain Shark,horror,3.1,187,1h 21m
Pater Noster and the Mission of Light,horror,7.2,156,1h 36m
Killer Influence,horror,2.6,334,1h 24m
The Windigo,horror,4.6,730,1h 25m
In Search of Darkness 1990-1994: A Journey Into Iconic '90s Horror,horror,8.0,182,6h 3m
History of Evil,horror,3.4,838,1h 38m
What Happened to Suzy,horror,6.3,97,1h 34m
Haunted Universities 3,horror,5.4,332,1h 59m
Birthright,horror,5.3,268,1h 20m
Possession: Kerasukan,horror,3.5,317,1h 34m
Darling,horror,5.2,762,2h 39m
Geethanjali Malli Vachindi,horror,4.8,2200,2h 24m
Lumina,horror,2.2,728,1h 53m
Love Me If You Dare,horror,4.4,488,2h 8m
You Shall Not Sleep Tonight,horror,4.0,411,1h 17m
Protein,horror,6.8,90,1h 40m
Down Below,horror,2.5,223,1h 33m
Witches' Well,horror,2.5,89,1h
American Werewolf,horror,1.6,127,1h 7m
Do Not Open,horror,2.6,295,1h 31m
Amp House Massacre,horror,3.8,206,1h 20m
Winter Island,horror,4.7,195,1h 42m
Haze,horror,6.4,56,1h 16m
The Vigil,horror,7.4,6,1h 37m
Drained,horror,4.5,340,1h 47m
Hauntology,horror,3.7,385,1h 43m
House on Haunted Hill,horror,2.8,51,N/A
Oak,horror,4.0,22,N/A
Soul Reaper,horror,5.7,343,1h 52m
Dagr,horror,4.1,2800,1h 17m
Territory,horror,4.6,98,1h 33m
Don't Make a Sound,horror,3.4,51,1h 20m
Texas Cult House,horror,7.8,26,N/A
Psychopomp,horror,9.0,6,1h 36m
The Stalking,horror,3.8,56,1h 12m
Jugaremos en el bosque,horror,4.9,108,1h 30m
The Redemption of Sin,horror,5.6,256,1h 56m
Pusaka,horror,5.2,212,1h 30m
Death Streamer,horror,3.0,245,1h 12m
Shark Girl,horror,2.7,200,1h 22m
Betting with Ghost,horror,6.0,103,1h 52m
THEDÆMON,horror,6.7,46,1h 27m
My Redneck Neighbor: Chapter 2 - Let the Games Begin,horror,5.7,11,55m
The Family Business,horror,8.8,32,1h 29m
Perewangan,horror,5.4,192,1h 49m
A Mother's Embrace,horror,5.8,659,1h 30m
Steamboat Willie: Blood on the Water,horror,N/A,N/A,N/A
Burning Butterflies,horror,7.6,101,1h 43m
Cara,horror,5.8,89,1h 36m
Virgo,horror,4.7,128,1h 27m
Horny Teenagers Must Die!,horror,3.2,255,1h 24m
Name the Demon,horror,3.5,185,1h 17m
Marni: The Story of Wewe Gombel,horror,6.7,1100,1h 59m
Hide and Seek,horror,4.9,166,1h 24m
Perempuan Pembawa Sial,horror,N/A,N/A,1h 37m
The Occult,horror,6.6,14,N/A
The Killers,horror,6.1,81,1h 59m
"Nanay, tatay",horror,7.0,75,2h
The Captives,horror,3.6,76,1h 13m
Butchers Book Three: Bonesaw,horror,4.9,147,1h 47m
The Beast Inside,horror,5.6,50,N/A
They Turned Us Into Killers,horror,2.7,273,1h 26m
Massacre at Femur Creek,horror,6.6,659,1h 22m
Run!,horror,3.4,107,1h 26m
Go Away,horror,4.2,233,N/A
H. P. Lovecraft's the Old Ones,horror,3.6,424,1h 24m
Tenants,horror,4.3,140,1h 34m
Jurassic Triangle,horror,2.5,297,1h 24m
Torture the Flesh,horror,5.9,34,N/A
Dracula: The Count's Kin,horror,5.2,51,N/A
Trinil,horror,4.5,388,1h 45m
Clown II,horror,7.6,16,2h 21m
Curse of the Sin Eater,horror,4.9,837,1h 30m
Alyad Palyad,horror,6.8,1200,2h 9m
Remnant,horror,2.6,339,1h 52m
Where is My Head?,horror,6.8,84,1h 30m
The Cursed,horror,4.1,122,1h 37m
Üç Harfliler: Nazar,horror,4.8,206,1h 34m
Coffintooth,horror,7.7,18,N/A
Father's Haunted House,horror,5.9,372,1h 33m
Clickbait: Unfollowed,horror,4.9,626,1h 30m
Una ballena,horror,5.5,219,1h 48m
The Cursed Land,horror,5.5,314,2h 8m
Staycation,horror,7.3,122,1h 34m
Night of the Werewolves,horror,2.8,35,1h 26m
Terrestrial,horror,N/A,N/A,1h 16m
Chainsaws Were Singing,horror,7.2,395,1h 57m
Black Spines,horror,6.9,25,1h 40m
Dosen Ghaib: It's Nighttime or You Already Know,horror,4.1,327,1h 34m
The House on the Lake,horror,N/A,N/A,1h 10m
Crust,horror,5.9,257,1h 42m
The Prodigy,horror,4.6,39,1h 23m
Retreat,horror,7.0,26,1h 33m
In Our Blood,horror,6.8,52,1h 29m
Shark Island,horror,3.1,147,1h 21m
The Shadow,horror,6.4,291,1h 30m
Silent Bite,horror,3.7,536,1h 30m
Blood Mountain Massacre,horror,4.8,48,1h 29m
Pasar Setan,horror,6.7,64,1h 36m
Till Death Do Us Part,horror,6.3,287,1h 48m
A Halloween Feast,horror,4.7,846,1h 43m
The Bitter Taste,horror,7.1,43,2h 5m
Rita,horror,5.8,311,1h 47m
Lost Angels,horror,5.9,217,1h 36m
Director's Cut,horror,7.4,104,1h 30m
Hüddam 4: Ahmer,horror,4.7,42,1h 26m
A Hell of a Difference,horror,4.6,56,1h 20m
Dinner with Leatherface,horror,7.3,44,1h 46m
Effigy,horror,2.8,268,1h 18m
