movie_name,genre,rating,vote_count,duration
Blink,thriller,6.9,1600.0,02:16:00
11 Rebels,thriller,6.2,897.0,02:35:00
Steppenwolf,thriller,6.3,562.0,01:42:00
Phir Aayi Hasseen Dillruba,thriller,5.8,7100.0,02:12:00
Hold Your Breath,thriller,5.3,9200.0,01:34:00
Green Bones,thriller,7.0,570.0,01:36:00
The Last Front,thriller,5.5,668.0,01:38:00
The Sleeping Woman,thriller,5.3,618.0,01:50:00
Shoutai,thriller,6.8,793.0,02:00:00
Spirit in the Blood,thriller,4.6,564.0,01:38:00
The Price of Money: A Largo Winch Adventure,thriller,5.1,1400.0,01:40:00
Roadkill,thriller,3.7,711.0,01:30:00
Konchitsya leto,thriller,6.8,489.0,01:58:00
Electra,thriller,4.2,143.0,01:25:00
Waves,thriller,7.8,2200.0,02:11:00
Yudhra,thriller,4.9,14000.0,02:22:00
Laws of Man,thriller,4.9,1400.0,01:38:00
The Correspondent,thriller,7.4,149.0,01:59:00
Altered Reality,thriller,6.1,1300.0,01:38:00
The Smile Man,thriller,7.2,2300.0,02:02:00
Sugar Baby,thriller,3.9,436.0,01:28:00
Eat the Night,thriller,6.1,644.0,01:46:00
Blame the Game,thriller,5.4,5500.0,01:32:00
The Good Teacher,thriller,6.6,2200.0,01:31:00
Snatched,thriller,5.9,540.0,01:41:00
The Last Breath,thriller,4.7,2800.0,01:36:00
Fit for Murder,thriller,5.8,147.0,01:41:00
Tyler Perry's Divorce in the Black,thriller,4.6,3700.0,02:23:00
Hisaab Barabar,thriller,5.8,2000.0,01:52:00
The American Backyard,thriller,6.1,297.0,01:47:00
Vedaa,thriller,6.0,4600.0,02:25:00
Pune Highway,thriller,4.9,945.0,02:01:00
Clear Cut,thriller,3.6,620.0,01:28:00
The Playroom,thriller,6.7,198.0,01:40:00
Boundless,thriller,5.6,2200.0,02:01:00
Lights Out,thriller,4.9,1900.0,01:30:00
Bloody Beggar,thriller,6.2,4800.0,02:14:00
The Stepdaughter,thriller,5.3,268.0,01:45:00
McVeigh,thriller,4.5,623.0,01:30:00
To a Land Unknown,thriller,7.3,814.0,01:45:00
Outside,thriller,5.1,5000.0,02:22:00
Cinderella's Curse,thriller,3.4,1400.0,01:22:00
Hellhound,thriller,4.3,567.0,01:43:00
The Only Ones,thriller,6.9,35.0,01:17:00
The Matriarch,thriller,8.1,211.0,01:22:00
Sunrise,thriller,3.9,1300.0,01:33:00
Die Before You Die,thriller,6.8,39.0,01:44:00
Out Come the Wolves,thriller,4.7,1900.0,01:26:00
Last Night on Earth,thriller,4.7,455.0,01:26:00
Last Night at Terrace Lanes,thriller,4.4,667.0,01:15:00
Eagle,thriller,5.9,5000.0,02:39:00
Der Deserteur,thriller,8.1,43.0,01:33:00
Rest in Peace,thriller,5.8,2400.0,01:45:00
We Work for the Dead,thriller,6.3,520.0,01:24:00
The Calendar Killer,thriller,5.4,4600.0,01:37:00
Dominique,thriller,5.3,2500.0,01:40:00
72 Hours,thriller,4.1,352.0,01:27:00
Haunt Season,thriller,4.9,973.0,01:21:00
DarkGame,thriller,4.6,3000.0,01:40:00
Os Enforcados,thriller,7.2,138.0,02:03:00
Stolen,thriller,5.7,2300.0,01:45:00
Logout,thriller,7.2,1400.0,01:48:00
The Shameless,thriller,5.9,340.0,01:54:00
Operation Blood Hunt,thriller,3.4,550.0,01:33:00
The Train of Death,thriller,4.7,757.0,01:43:00
One More Shot,thriller,5.4,3900.0,01:43:00
Sir,thriller,7.8,2100.0,02:12:00
Against the Spread,thriller,8.7,37.0,01:35:00
Seeds,thriller,5.0,271.0,01:22:00
The Monster Beneath Us,thriller,5.1,512.0,01:43:00
Rippy,thriller,4.1,1100.0,01:23:00
Captain Miller,thriller,7.2,14000.0,02:37:00
Heart of the Hunter,thriller,4.7,2200.0,01:45:00
#AMFAD: All My Friends Are Dead,thriller,4.5,1300.0,01:31:00
Familia,thriller,6.9,479.0,02:00:00
Serpent's Path,thriller,5.8,328.0,01:52:00
Nefarious,thriller,7.2,57.0,01:25:00
The Bad Shepherd,thriller,4.3,867.0,01:31:00
Ulajh,thriller,6.0,25000.0,02:30:00
Salawahan,thriller,4.4,498.0,01:56:00
Demonte Colony 2,thriller,6.5,4700.0,02:24:00
Le Mohican,thriller,6.7,343.0,01:27:00
The Judgement,thriller,7.6,107.0,02:31:00
Scorched Earth,thriller,6.6,729.0,01:41:00
Hunting Daze,thriller,5.4,627.0,01:19:00
Bionic,thriller,4.3,1800.0,01:50:00
Shadow Land,thriller,3.6,488.0,01:29:00
Tezgah,thriller,5.3,236.0,01:40:00
Held Hostage in My House,thriller,4.6,158.0,01:30:00
A Stranger by the Hill,thriller,3.9,62.0,01:40:00
Skeletons in the Closet,thriller,3.0,582.0,01:32:00
Three,thriller,6.3,199.0,01:33:00
The Devil's Disciples,thriller,7.8,54.0,01:22:00
Oshi no Ko: The Final Act,thriller,6.1,220.0,02:09:00
The Stoic,thriller,3.5,343.0,01:36:00
The Getaway,thriller,6.2,86.0,01:26:00
The Hunted,thriller,5.1,452.0,01:34:00
The Girl in the Pool,thriller,4.3,1700.0,01:29:00
Hunting Matthew Nichols,thriller,8.2,56.0,01:36:00
Unpredictable,thriller,5.4,435.0,01:41:00
The Past Comes Knocking,thriller,5.7,83.0,01:21:00
Who's Cheating Who?,thriller,7.1,104.0,01:36:00
Warning 2,thriller,7.1,909.0,02:05:00
Invasion,thriller,4.8,779.0,01:31:00
Athomugam,thriller,7.0,657.0,02:10:00
Osomoy,thriller,6.9,496.0,02:41:00
Kangaroo,thriller,6.2,193.0,02:20:00
The Diary,thriller,5.0,1100.0,01:22:00
